text,intent,tag
"Shop ơi , mh có yếm máng silicon ko ạ",inform,O O O O O B-inform#object_type O B-inform#material O O
Vs e lấy cái yếm silicon luon nha,inform,O O O O B-inform#object_type B-inform#material O O
2 yếm ăn xuất Nhật,inform,O B-inform#object_type O O B-inform#origin
Yếm ăn cho tớ 2 màu này cho bé trai nhé,inform,B-inform#object_type O O O O O O O O O O
Mình muốn mua yếm màu xanh,inform,O O O B-inform#object_type B-inform#color I-inform#color
B ơi còn yếm này k b,inform,O O O B-inform#object_type O O O
Cho m xin hình yếm với,request#image,O O O O B-inform#object_type O
Cho mình hỏi máy hâm sữa avent bao nhiêu ah,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
Nãy b kia nói có loại mấy hâm sữa nào khoang 200-300 thôi đó b,inform,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#price I-inform#price O O O
Cho mình xin luôn giá của máy hâm sữa philips avent nhé,request#price,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O
Thế giá máy hâm sữa giá bn c ơi,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Máy hâm sữa avent giá bnh vậy.,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
Mây hâm sữa và hâm nước bnhiu s,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Có máy hâm sữa cùng loại này luôn ko bạn,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
máy hâm sữa của fatz lun đúng k bạn,ask_confirm,B-inform#object_type I-inform#object_type I-inform#object_type O B-ask_confirm#brand O O O O
Con may ham Sua bnhieu b?,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type O O
Mình xin giá máy hâm sữa moaz bebe,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand
Bên mình có máy hâm sữa này nữa k b?,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Máy hâm sữa bên b bán bn vay,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Shop ơi t muốn mua núm ti Medela 90k ý,inform,O O O O O B-inform#object_type I-inform#object_type B-inform#brand B-inform#price O
Cho mình xem hình ảnh và núm ti,request#image,O O O O O O B-inform#object_type I-inform#object_type
Chỉ có núm ti k hả bạn?,ask_confirm,O O B-ask_confirm#object_type I-ask_confirm#object_type O O O
Cho mình hỏi núm ti giả hình đôi môi còn ko shop,inform,O O O B-inform#object_type I-inform#object_type O O O O O O O
"Bé nhà e 5,5th núm của bình size gì hả chị",request#size,O O O B-inform#age_of_use O O O O O O O
Nhưbg bình to núm cỡ gì đấy shop,request#size,O O O B-inform#object_type O O O O
núm dành cho bé sơ sinh à bạn?,ask_confirm,B-inform#object_type O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O
Bên shop có bán núm ti cho bé sơ sinh k ý ạ?,inform,O O O O B-inform#object_type I-inform#object_type O O B-inform#age_of_use I-inform#age_of_use O O O
Núm ti này là made in gì vậy chị?,request#brand,B-inform#object_type I-inform#object_type O O O O O O O
Mình lấy núm M đc k b,inform,B-inform#size O B-inform#object_type O O O O
Bên c có núm ti size L của lasinoh k ạ,inform,O O O B-inform#object_type I-inform#object_type B-inform#size I-inform#size O B-inform#brand O O
Núm ti bình này dùng cho bé bao nhiêu tháng b ?,request#age_of_use,B-inform#object_type I-inform#object_type O O O O O O O O O O
Núm ti sz M của Lan b nhé,inform,B-inform#object_type I-inform#object_type B-inform#size I-inform#size O B-inform#brand O O
Có loại núm nào hơn 6m ko ạ,inform,O O B-inform#object_type O B-inform#age_of_use I-inform#age_of_use O O
B ơi bên b còn núm ti này ko?,inform,O O O O O B-inform#object_type I-inform#object_type O O
Shop có bán núm ti giả của avent cho trẻ 0-6 thág ko ạ,inform,O O O B-inform#object_type I-inform#object_type O O B-inform#brand O O B-inform#age_of_use I-inform#age_of_use O O
Vs bạn có núm ti cho bé 5thang ko,inform,O O O B-inform#object_type I-inform#object_type O O B-inform#age_of_use O
Bạn ơi bạn có núm ti avent cổ rộng cho em bé 3-6 tháng k a,inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O B-inform#age_of_use I-inform#age_of_use I-inform#age_of_use O O
Shop ơi bên mình có bình sữa bé cho tre sơ sinh k,inform,O O O O O B-inform#object_type I-inform#object_type O O B-inform#age_of_use I-inform#age_of_use I-inform#age_of_use O
Shop có bình sữa của nhật k ạ,inform,O O B-inform#object_type I-inform#object_type O B-inform#origin O O
cái bình sữa là bằng nhựa hay thủy tinh vậy c,ask_confirm,O B-inform#object_type I-inform#object_type O B-ask_confirm#material I-ask_confirm#material O O O O O
C có bình sữa pigeon 160ml k ạ,inform,O O B-inform#object_type I-inform#object_type B-inform#brand B-inform#size O O
Shop có up binh sua nay ko ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Set bình sữa thuỷ tinh bao nhiêu shop,request#price,O B-inform#object_type I-inform#object_type B-inform#material I-inform#material O O O
Bạn cho mình hỏi bình sữa đó của hãng nào vậy ạ,request#brand,O O O O B-inform#object_type I-inform#object_type O O O O O O
Ah shop có bán bình sữa cho trẻ sơ sinh k,inform,O O O O B-inform#object_type I-inform#object_type O B-inform#age_of_use I-inform#age_of_use I-inform#age_of_use O
nếu mua thêm 2 bình sữa là bao nhiêu?,request#price,O O O O B-inform#object_type I-inform#object_type O O O
Shop còn bán bình sữa Medela 150ml nữa ko bạn ơi,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand B-inform#size O O O O
Shop có bán bình sữa 200ml bằng thủy tinh ko ?,inform,O O O B-inform#object_type I-inform#object_type B-inform#size O B-inform#material I-inform#material O O
Chị có bình sữa avent size 125ml ko ạ,inform,O O B-inform#object_type I-inform#object_type B-inform#brand B-inform#size I-inform#size O O
B ơi có bình sữa pigeon nội địa nhật k,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O O B-inform#origin O
Bên c bán riêng bình sữa là bao nhiêu 1 lọ thế,request#price,O O O O B-inform#object_type I-inform#object_type O O O O O O
Thế giờ còn km tặng áo hút sữa medela ko shop,request#promotion,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
À cái áo hút sữa rảnh tay bn tiền hả b,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Mà áo hút sữa chỉ có 1 size thôi hả c,request#size,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
À b có áo hút sữa màu gì b,request#color,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
cậu ơi áo hút sữa bn t 1 cái,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Dạ áo hút sữa có size k ạ vì form người mình hơi bé,request#size,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O
B ơi cho mình hỏi áo hút sữa rảnh tay medela bnhieu với,request#price,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#brand O O
Shop có ảnh áo hút sữa ko?,request#image,O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Báo giá cho mình áo hút sữa rãnh tay nha sh?,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
À. Áo hút sữa thì bn b nhỉ,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Shop có áo hút sữa rảnh tay k gửi ảnh thật mặt trc mặt sau giúp mình với,request#image,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O O O O
shop ơi còn áo hút sữa rảnh tay k ak . cho mjk xin giá nhé,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O
e ơi bộ bàn ghế nhựa còn ko e?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O
B oi bộ bàn ghe của bé bn tiền vây,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
bộ bàn ghế xanh cho bé còn ko bạn,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#color O O O O O
Bộ bàn ghế giá bn bạn?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bộ bàn ghế malai bn tiền bạn ơi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#origin O O O O
"shop ơi, bộ bàn ghế này giá bn ạ?",request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
bộ bàn ghế toyhouse giá bao nhiêu vậy bạn ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O O O
Em có bộ bàn ghế cho bé 3tuoi ko?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#age_of_use O
Báo giá mình bộ bàn ghế này vs,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ bàn ghế này bn ah,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bộ bàn ghế cho bé giá ntn shoo,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
shop cho mình kích thước bộ bàn ghế nhé,request#size,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Shop ơi cho m xin giá bộ bàn ghế này,request#price,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Cho e giá bộ bàn ghế này với,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ bàn ghế giá tn b?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
bộ bàn ghế nhựa nguyên sinh giá bao nhiêu ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O O O O
Bo ban ghe nay bao nhieu ah,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Bộ bàn ghế này là bao nhiêu bạn nhỉ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Bạn ơi bộ bàn ghế này giá thế nào bạn,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Với ib giá chị bộ bàn ghế này nữa,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Shop ơi shop có bộ bàn ghế này k ạ?,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bạn ơi báo giá giúp mình bộ bàn ghế này nhé,request#price,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ bàn ghế nhiêu vậy sh,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bên b có bộ bàn ghế cho bé ngồi ăn hoăjc học tầm 2 tuổi ko,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O B-inform#age_of_use I-inform#age_of_use O
bộ bàn ghế trẻ em giá bn ạ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Cái bộ bàn ghế bên c bán bao nhiêu,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
bộ bàn ghế toy house bn ah,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O
Bộ bàn ghế này có giá như thế nào ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Bộ bàn ghế giá bn ạ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bộ bàn ghế bn vậy shop ơi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Cả bộ bàn ghế thì bao nhiêu,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type O O O
shop ơi bộ bàn ghế này bnhieu,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O
bộ bàn ghế này có giảm ko ạ,request#promotion,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Bộ bàn ghế bao nhiêu shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
B ơi giá bộ bàn ghế này bn vậy b,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Bộ bàn ghế bao nhiêu? Chốt giá luôn nhé,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Cho c giá bộ bàn ghế với e,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ bàn ghế này bao nhiu tiền ạ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Bộ bàn ghế này bn vậy shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Bộ bàn ghe bn shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ bàn ghế này còn k sh?,inform,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Mình muốn hỏi mua bộ bàn ghế này,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
sho báo giá giúp mình bộ bàn ghế này nhé,request#price,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ bàn ghế bn c,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O
Còn bộ bàn ghế hồng xanh ko ah,inform,O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#color I-inform#color O O
Báo giá giúp m bộ bàn ghế này nha shop,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
bộ bàn ghế toy house giá ntn ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
B ơi bộ bàn ghế kèm lego này bnhieu b?,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Báo giá mình bộ bàn ghế này nhé,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ đồ chơi tắm nguyên set giá bao nhiêu shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Bộ đồ chơi giá bn vậy,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bộ đồ chơi này còn k ah,inform,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Minh mun mua bo do choi xuc cat mau xanh duong,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#color I-inform#color I-inform#color
Bộ đồ chơi bao nhiêu shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bên mình còn bộ đồ chơi này k ạ,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Em ơi bộ đồ chơi gỗ mô hình thành phố em còn ko?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O O O O O
bộ đồ chơi này giá bao nhiêu ạ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
C có bộ đồ chơi này ko ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
"k biết bộ đồ chơi giá còn bn ạ, hday shop bảo inbox báo giá ạ?",request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O O
bộ đồ chơi kia giá ntn ạ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
k ý mk hỏi bộ đồ chơi kia giá bao nhiêu ạ,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
C ơi bên mình còn bộ đồ chơi này ko ạ?,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Giá trên shopee cái bộ đồ chơi có đc giảm còn 299k ko ạ,ask_confirm,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O B-ask_confirm#promotion O O
Shop kon bo do choi nay ko a?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Cả một bộ đồ chơi xúc cát nưa giá bn?,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Shop oi bộ đồ chơi này của bé giá bao nhiêu vậy,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Xem giúp t bộ đồ chơi này còn ko,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bộ đồ chơi này bây giờ giá bn thế shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Còn bộ đồ chơi nhà tắm 110k ko,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#price O
bộ đồ chơi này bao tiền shop?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Bộ đồ chơi này có giá bao nhiêu ak,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Giá bộ đồ chơi bn thuỷ ơi,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Shop có còn hai bộ đồ chơi này k?,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
B ơi bộ đồ chơi xúc cát bên b giá bn?,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
B ơi bộ đồ chơi câu cá toy house giá bn,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#brand I-inform#brand O O
Shop m co bộ do choi 5mon cua win fun nhu ảnh k,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#brand I-inform#brand O O O
p ơi bn tiền 1 bộ đồ chơi xuc cát cho bé đấy ạ,request#price,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Bên e có bộ đồ chơi này ko,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bộ đồ chơi giá bn shop?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bộ đồ chơi hola bn 1 bộ z shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O O
Shop ơi. Shop có bộ đồ chơi này k ạ,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bộ đồ chơi này có sale k bạn,request#promotion,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Shop cho m hỏi m vào shopee mua bộ đồ chơi này mà k thấy,request#link,O O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Bộ đồ chơi đoàn tàu giá ntn ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Shop cho mình ảnh bộ đồ chơi nấu ăn tủ gỗ của bé gái với ạ,request#image,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O
Bên bạn còn bộ đồ chơi tàu hoả chạy đg ray bằng nhựa sale con 150 k,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O B-inform#material I-inform#material O O B-inform#price O
Bộ đồ chơi cho bé này bn tiền,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Bạn ơi báo giá cho mình 3 bộ đồ chơi này với,request#price,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
cho mình hỏi bô vệ sinh peppa pig bao nhiêu 1 chiếc hả bạn,request#price,O O O B-inform#object_type O O B-inform#brand I-inform#brand O O O O O O
Bô vệ sinh còn màu xanh ko vậy shop?,ask_confirm,B-inform#object_type O O O B-ask_confirm#color I-ask_confirm#color O O O
Bạn ơi bô trẻ em bn tiền vâyh,request#price,O O B-inform#object_type O O O O O
chị mua bô vệ sinh màu xanh,inform,O O B-inform#object_type O O B-inform#color I-inform#color
Cho mình xem hình được ko? Có phải loại bô ngựa??,request#image,O O O O O O O O O B-inform#object_type O
E ơi cho c hỏi bô vệ sinh kiza bn e?,request#price,O O O O O B-inform#object_type O O B-inform#brand O O
Cho minh hoi bô ve sinh Panda be may thang ngoi dc ah?,request#age_of_use,O O O B-inform#object_type O O B-inform#brand O O O O O O
shop có Bô vệ sinh phát nhạc Fisher-Price Cheer for Me ko?giá bn vậy?,request#price,O O B-inform#object_type O O O O B-inform#brand I-inform#brand I-inform#brand I-inform#brand O O O
Có link shoppee bô ngựa con chưa e nhi?,request#link,O O O B-inform#object_type O O O O O
Shop mình có chăn long cừu cho bé không ạk,inform,O O O B-inform#object_type B-inform#material I-inform#material O O O O
C ơi c cho em xin ảnh chụp gần của chăn muji vs đc ko ahj,request#image,O O O O O O O O O O B-inform#object_type B-inform#brand O O O O
Shop có bạn chậu tắm thành cao hình con vịt màu vàng ko hen,inform,O O O B-inform#object_type I-inform#object_type O O O O O B-inform#color I-inform#color O O
Em hỏi tí chậu thì còn màu gì ạ :)),request#color,O O O B-inform#object_type O O O O O O
Bạn ơi chậu bò màu xanh còn ko bạn,inform,O O B-inform#object_type O B-inform#color I-inform#color O O O
cái chậu phao tớ cũng lấy màu tím nhé,inform,O B-inform#object_type I-inform#object_type O O O B-inform#color I-inform#color O
Chậu này bnhiu vậy shop,request#price,B-inform#object_type O O O O
B ui chậu tắm xanh sắp có hàng chưa b,inform,O O B-inform#object_type I-inform#object_type B-inform#color O O O O O
Chậu xanh ý,inform,B-inform#object_type B-inform#color O
Chậu không thì bao nhiêu ạ?,request#price,B-inform#object_type O O O O O
Vs htrc b báo t chậu tắm hơi richell 530k fai k,ask_confirm,O O O O O B-inform#object_type I-inform#object_type O B-inform#brand B-ask_confirm#price O O
T muốn hỏi cái chiều dài của chậu là bn nhỉ,request#size,O O O O O O O B-inform#object_type O O O
Báo giá chậu này giúp m,request#price,O O B-inform#object_type O O O
B ơi m lấy chậu vẫn gia kmai dung k,ask_confirm,O O O O B-inform#object_type O B-ask_confirm#promotion I-ask_confirm#promotion O O
Chậu này giá bnhieu shop,request#price,B-inform#object_type O O O O
E xin giá chậu tắm ạ,request#price,O O O B-inform#object_type I-inform#object_type O
Chậu tắm này bên mình bn shop ơi,request#price,B-inform#object_type I-inform#object_type O O O O O O
M chỉ lấy mỗi chậu thôi thì giá bn h,request#price,O O O O B-inform#object_type O O O O O
chậu elip bên shop bnhieu,request#price,B-inform#object_type B-inform#brand O O O
shop ơi bên mình còn chậu tắm này nữa k ạ,inform,O O O O O B-inform#object_type I-inform#object_type O O O O
Chậu có hình riêng k gửi mình xem,request#image,B-inform#object_type O O O O O O O
Chậu bn shop,request#price,B-inform#object_type O O
Giá chậu này thế nào v shop,request#price,O B-inform#object_type O O O O O
Chậu tắm baby hop màu xanh lá,inform,B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand B-inform#color I-inform#color I-inform#color
Chậu này bn? Shop,request#price,B-inform#object_type O O O
Bé nhà mềnh 5 tháng có dùng đc chậu kidhop bơi đc k?,ask_confirm,O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O B-inform#object_type B-inform#brand O O O
Con tui da kho thj ja bn ha b,request#price,O O B-inform#object_type I-inform#object_type O O O O O
Túi đá khô mua riêng bn xiền b?,request#price,O B-inform#object_type I-inform#object_type O O O O O
mua đá khô của medela thì bnhieu shop ơi,request#price,O B-inform#object_type I-inform#object_type O B-inform#brand O O O O
Shop cho e hoi balo zoi hop đá khô bao nhju ah,request#price,O O O O O O O B-inform#object_type I-inform#object_type O O O
Ah đá khô nếu mua thêm thì bao nhiu c hen,request#price,O B-inform#object_type I-inform#object_type O O O O O O O O
Cái xanh xanh đó là đá khô hả b,ask_confirm,O B-inform#color I-inform#color O O B-ask_confirm#object_type I-ask_confirm#object_type O O
Bộ túi đá khô trữ sữa medela bn vậy shop,request#price,O O B-inform#object_type I-inform#object_type O O B-inform#brand O O O
Túi đá khô bn b nhỉ,request#price,O B-inform#object_type I-inform#object_type O O O
ben cau ban tui + da kho tru sua gia bn nhi?,request#price,O O O O O B-inform#object_type I-inform#object_type O O O O O
Con tui giu lanh da kho medela thi gia the nao ah,request#price,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O O
Đá khô là của hãng nào thế shop?,request#brand,B-inform#object_type I-inform#object_type O O O O O O
Nếu mua đá khô thì giá tn luôn cho m nhé,request#price,O O B-inform#object_type I-inform#object_type O O O O O O O
Túi đá khô thì thêm bao tiền bạn?,request#price,O B-inform#object_type I-inform#object_type O O O O O
Pack đá khô giữ lạnh bao nhiêu ạh,request#price,O B-inform#object_type I-inform#object_type O O O O O
Chị ơi. Bộ đá khô bảo quản sữa mẹ giá bn ạ,request#price,O O O B-inform#object_type I-inform#object_type O O O O O O O
Sét đá khô medela new cậu bán bao nhiều?,request#price,O B-inform#object_type I-inform#object_type B-inform#brand O O O O O
Túi giữ nhiệt đá khô medela cậu bán bao nhiêu,request#price,O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O
B cho m xin hình ảnh đá khô và túi đc ko?,request#image,O O O O O O B-inform#object_type I-inform#object_type O O O O
Thế nếu lấy đá khô và túi của Việt Nam! Thì bn cậu,request#price,O O O B-inform#object_type I-inform#object_type O O O B-inform#origin I-inform#origin O O O
Đá khô này bán ntn s,request#price,B-inform#object_type I-inform#object_type O O O O
Túi đá khô medela shop bán giá nhiêu ạ,request#price,O B-inform#object_type I-inform#object_type B-inform#brand O O O O O
Đá khô trữ sữa bn nhit,request#price,B-inform#object_type I-inform#object_type O O O O
Đai này bnhieu hả b,request#price,B-inform#object_type O O O O
Dai rong bn ha chi?,request#size,B-inform#object_type O O O O
B ơi b con đai nay ko ạ,inform,O O O O B-inform#object_type O O O
E mún hỏi đai này ạh,inform,O O O B-inform#object_type O O
Cho mình đai nay nhé,inform,O O B-inform#object_type O O
Shop còn đai nay không ạ?,inform,O O B-inform#object_type O O O
Có đai nay chưa shop ơi,inform,O B-inform#object_type O O O O
C ơi đai nay bao nhiêu v ạ,request#price,O O B-inform#object_type O O O O O
đai xe may bn shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O
Đai xe máy bn vậy,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O
Bên b có đai e bé để ra ngoài chơi ko bé nhà m 6m,inform,O O O B-inform#object_type O O O O O O O O O O B-inform#age_of_use
Đai đeo có màu gì b nhỉ,request#color,B-inform#object_type O O O O O O
Shop cho mình xin giá đai em bé đc ko,request#price,O O O O O B-inform#object_type O O O O
Shop ơi đai xe máy màu xanh về chưa ak,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#color I-inform#color O O O
Cai đai vọt sale con 139k con ko shop,inform,O B-inform#object_type O O O B-inform#price O O O
đai nay giá bnh ạ?,request#price,B-inform#object_type O O O O
Shop có còn Đai tập đi Hundred Gram màu này ko,inform,O O O B-inform#object_type O O B-inform#brand I-inform#brand O O O
Giá đai nay bao nh shop ơi,request#price,O B-inform#object_type O O O O O
Cái đai xe máy cho bé bn vậy Shop,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Bạn ben minh coa cái đai nay k,inform,O O O O O B-inform#object_type O O
Cai dai cua nước gi,request#origin,O B-inform#object_type O O O
Đai tâp đi bnhiu bn oi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bạn ơi cho mình xin giá của 2 mẫu ghế ô tô này nha,request#price,O O O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
cái này là ghế ô tô hay nôi vậy,ask_confirm,O O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O O
Code giảm cho Zaracos William ghế ô tô giảm dc bao nhiêu vậy shop,request#promotion,O O O B-inform#brand I-inform#brand B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
ghế ô tô co Joie Every Stage cobf gia giảm giá 20% ko shop,ask_confirm,B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#brand I-inform#brand I-inform#brand O O B-ask_confirm#promotion I-ask_confirm#promotion I-ask_confirm#promotion O O
Ghế ô tô joie stage bn e,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O
Ghế ô tô zaracos aroma giá bao nhiêu chị ơi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O O O
Gửi mình 1 số mẫu ghế ô tô cho bé xoay 360 đc ko,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Hello Shop mình muốn mua ghế ô tô cho bé từ sơ sinh,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O B-inform#age_of_use I-inform#age_of_use
Joie có cái ghế ngồi ô tô nào loại vừa tiền ko,inform,B-inform#brand O O B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type O O O O O
